year,month,online_sale_offers,weekend,morning,evening,night,product_name,item_price,category,total_amount,publication,profit_inr,cost_price,profit_per_unit
2018,3,0,0,1,0,0,161,950,2,1035,23,171,779,171
2018,3,0,0,1,0,0,164,730,1,815,87,124,605,124
2018,3,0,0,1,0,0,164,730,1,815,87,124,605,124
2018,3,0,0,1,0,0,164,730,1,815,87,124,605,124
2018,3,0,0,1,0,0,164,730,1,815,87,124,605,124
2018,3,0,0,0,0,0,24,723,0,808,96,93,629,93
2018,3,0,0,0,0,0,164,730,1,815,87,124,605,124
2018,3,0,0,0,0,0,164,730,1,815,87,124,605,124
2018,3,0,0,0,0,0,15,509,0,594,93,66,442,66
2018,3,0,0,0,1,0,168,515,1,600,2,87,427,87
2018,3,0,0,0,1,0,24,723,0,808,96,93,629,93
2018,3,0,1,0,1,0,5,200,1,285,126,34,166,34
2018,4,0,1,0,0,1,112,695,1,780,38,118,576,118
2018,4,0,1,1,0,0,52,555,0,640,2,72,482,72
2018,4,0,1,1,0,0,16,780,0,865,104,101,678,101
2018,4,0,1,0,0,0,164,730,1,815,87,124,605,124
2018,4,0,1,0,0,0,164,730,1,815,87,124,605,124
2018,4,0,1,0,0,0,164,730,1,815,87,124,605,124
2018,4,0,1,0,0,0,164,730,1,815,87,124,605,124
2018,4,0,1,0,0,0,164,730,1,815,87,124,605,124
2018,4,0,1,0,1,0,52,555,0,640,2,72,482,72
2018,4,0,1,0,1,0,53,410,0,495,2,53,356,53
2018,4,0,1,0,1,0,164,730,1,815,87,124,605,124
2018,4,0,0,1,0,0,189,1290,0,1460,100,167,1122,83
2018,4,0,0,1,0,0,189,645,0,730,100,83,561,83
2018,4,0,0,1,0,0,120,430,1,515,43,73,356,73
2018,4,0,0,1,0,0,25,595,0,680,107,77,517,77
2018,4,0,0,0,0,0,25,595,0,680,107,77,517,77
2018,4,0,0,0,1,0,25,595,0,680,107,77,517,77
2018,4,0,0,0,0,1,100,320,1,405,2,54,265,54
2018,4,0,0,0,0,0,120,430,1,515,43,73,356,73
2018,4,0,0,0,0,1,185,535,0,620,18,69,465,69
2018,4,0,0,1,0,0,246,310,2,395,117,55,254,55
2018,4,0,0,1,0,0,246,310,2,395,117,55,254,55
2018,4,0,0,1,0,0,246,310,2,395,117,55,254,55
2018,4,0,0,0,0,0,246,620,2,790,117,111,508,55
2018,4,0,0,0,0,0,25,595,0,680,107,77,517,77
2018,4,0,0,0,0,0,25,595,0,680,107,77,517,77
2018,4,0,0,0,0,0,52,555,0,640,2,72,482,72
2018,4,0,0,0,0,0,57,999,0,1084,65,129,869,129
2018,4,0,0,0,0,0,78,485,1,570,104,82,402,82
2018,4,0,0,0,1,0,52,555,0,640,2,72,482,72
2018,4,0,1,0,0,1,180,1100,0,1185,35,143,957,143
2018,4,0,1,1,0,0,52,555,0,640,2,72,482,72
2018,4,0,1,1,0,0,52,555,0,640,2,72,482,72
2018,4,0,1,0,0,0,189,6450,0,7300,100,838,5611,83
2018,4,0,1,1,0,0,78,485,1,570,104,82,402,82
2018,4,0,1,1,0,0,161,950,2,1035,23,171,779,171
2018,4,0,1,0,0,0,20,585,0,670,98,76,508,76
2018,4,0,1,0,1,0,57,999,0,1084,65,129,869,129
2018,4,0,0,0,0,1,53,410,0,495,2,53,356,53
2018,4,0,0,0,0,1,100,320,1,405,2,54,265,54
2018,4,0,0,0,0,1,235,840,0,925,120,109,730,109
2018,4,0,0,1,0,0,235,840,0,925,120,109,730,109
2018,4,0,0,1,0,0,235,840,0,925,120,109,730,109
2018,4,0,0,1,0,0,180,1100,0,1185,35,143,957,143
2018,4,0,0,1,0,0,141,665,1,750,19,113,551,113
2018,4,0,0,1,0,0,141,665,1,750,19,113,551,113
2018,4,0,0,1,0,0,141,665,1,750,19,113,551,113
2018,4,0,0,0,0,0,40,1250,0,1335,39,162,1087,162
2018,4,0,0,0,1,0,84,959,2,1044,80,172,786,172
2018,4,0,0,0,1,0,57,999,0,1084,65,129,869,129
2018,4,0,0,0,1,0,52,555,0,640,2,72,482,72
2018,4,0,0,0,1,0,133,795,2,880,98,143,651,143
2018,4,0,0,0,0,1,189,645,0,730,100,83,561,83
2018,4,0,0,1,0,0,20,585,0,670,98,76,508,76
2018,4,0,0,1,0,0,111,475,1,560,51,80,394,80
2018,4,0,0,0,0,0,189,645,0,730,100,83,561,83
2018,4,0,0,0,0,0,180,1100,0,1185,35,143,957,143
2018,4,0,0,0,0,0,53,410,0,495,2,53,356,53
2018,4,0,0,0,1,0,53,410,0,495,2,53,356,53
2018,4,0,0,0,0,1,161,950,2,1035,23,171,779,171
2018,4,0,0,1,0,0,189,645,0,730,100,83,561,83
2018,4,0,0,1,0,0,189,645,0,730,100,83,561,83
2018,4,0,0,0,0,0,111,475,1,560,51,80,394,80
2018,4,0,0,0,1,0,187,595,0,680,5,77,517,77
2018,4,0,0,0,0,1,189,645,0,730,100,83,561,83
2018,4,0,0,0,0,1,235,840,0,925,120,109,730,109
2018,4,0,0,0,0,1,112,695,1,780,38,118,576,118
2018,4,0,0,0,0,1,52,555,0,640,2,72,482,72
2018,4,0,0,1,0,0,189,645,0,730,100,83,561,83
2018,4,0,0,1,0,0,235,840,0,925,120,109,730,109
2018,4,0,0,1,0,0,52,555,0,640,2,72,482,72
2018,4,0,0,0,0,0,52,555,0,640,2,72,482,72
2018,4,0,0,0,0,0,11,768,1,853,5,130,637,130
2018,4,0,0,0,1,0,11,768,1,853,5,130,637,130
2018,4,0,0,0,0,1,57,999,0,1084,65,129,869,129
2018,4,0,0,0,0,0,111,475,1,560,51,80,394,80
2018,4,0,1,0,0,1,100,320,1,405,2,54,265,54
2018,4,0,1,1,0,0,189,645,0,730,100,83,561,83
2018,4,0,1,0,0,0,53,410,0,495,2,53,356,53
2018,4,0,1,0,1,0,20,585,0,670,98,76,508,76
2018,4,0,1,0,1,0,57,999,0,1084,65,129,869,129
2018,4,0,0,0,0,1,3,251,1,336,5,42,208,42
2018,4,0,0,0,0,1,187,595,0,680,5,77,517,77
2018,4,0,0,0,0,1,187,595,0,680,5,77,517,77
2018,4,0,0,1,0,0,53,410,0,495,2,53,356,53
2018,4,0,0,1,0,0,127,355,1,440,50,60,294,60
2018,4,0,0,0,0,0,180,1100,0,1185,35,143,957,143
2018,4,0,0,0,1,0,112,695,1,780,38,118,576,118
2018,4,0,0,0,1,0,159,899,1,984,5,152,746,152
2018,4,0,0,0,0,1,52,555,0,640,2,72,482,72
2018,4,0,0,1,0,0,52,555,0,640,2,72,482,72
2018,4,0,0,0,0,1,52,555,0,640,2,72,482,72
2018,4,0,0,0,0,1,16,780,0,865,104,101,678,101
2018,4,0,0,1,0,0,63,148,0,233,101,19,128,19
2018,4,0,0,0,0,0,159,899,1,984,5,152,746,152
2018,4,0,0,0,1,0,11,768,1,853,5,130,637,130
2018,4,0,0,0,0,1,53,410,0,495,2,53,356,53
2018,4,0,0,0,0,1,53,410,0,495,2,53,356,53
2018,4,0,0,0,0,1,52,555,0,640,2,72,482,72
2018,4,0,0,1,0,0,53,410,0,495,2,53,356,53
2018,4,0,0,1,0,0,52,555,0,640,2,72,482,72
2018,4,0,0,0,0,0,53,410,0,495,2,53,356,53
2018,4,0,0,1,0,0,48,385,0,470,40,50,334,50
2018,4,0,0,1,0,0,5,200,1,285,126,34,166,34
2018,4,0,0,0,0,0,57,999,0,1084,65,129,869,129
2018,4,0,0,0,0,0,52,555,0,640,2,72,482,72
2018,4,0,1,0,0,1,189,645,0,730,100,83,561,83
2018,4,0,1,1,0,0,235,840,0,925,120,109,730,109
2018,4,0,1,1,0,0,140,595,1,680,18,101,493,101
2018,4,0,1,0,0,0,189,645,0,730,100,83,561,83
2018,4,0,1,0,0,0,52,555,0,640,2,72,482,72
2018,4,0,1,0,0,0,140,595,1,680,18,101,493,101
2018,4,0,1,0,0,0,197,900,0,985,47,117,783,117
2018,4,0,1,0,1,0,241,680,1,765,123,115,564,115
2018,4,0,1,0,1,0,140,595,1,680,18,101,493,101
2018,4,0,1,0,1,0,140,595,1,680,18,101,493,101
2018,4,0,1,0,1,0,120,430,1,515,43,73,356,73
2018,4,0,1,0,1,0,140,595,1,680,18,101,493,101
2018,4,0,1,0,1,0,16,780,0,865,104,101,678,101
2018,4,0,0,1,0,0,197,900,0,985,47,117,783,117
2018,4,0,0,0,0,0,120,430,1,515,43,73,356,73
2018,4,0,0,0,0,0,4,175,1,260,5,29,145,29
2018,4,0,0,0,0,1,52,555,0,640,2,72,482,72
2018,4,0,0,0,0,1,53,410,0,495,2,53,356,53
2018,4,0,0,1,0,0,215,494,0,579,64,64,429,64
2018,4,0,0,1,0,0,245,310,2,395,117,55,254,55
2018,4,0,0,0,1,0,245,310,2,395,117,55,254,55
2018,4,0,0,0,1,0,245,310,2,395,117,55,254,55
2018,4,0,0,0,0,1,245,310,2,395,117,55,254,55
2018,4,0,0,0,0,1,4,175,1,260,5,29,145,29
2018,4,0,0,1,0,0,30,790,0,875,82,102,687,102
2018,4,0,0,0,0,1,100,320,1,405,2,54,265,54
2018,4,0,0,0,0,1,48,385,0,470,40,50,334,50
2018,4,0,0,1,0,0,120,430,1,515,43,73,356,73
2018,4,0,0,1,0,0,124,395,1,480,117,67,327,67
2018,4,0,0,0,0,0,123,370,1,540,61,62,307,62
2018,4,0,0,0,0,0,124,395,1,395,117,67,327,67
2018,4,0,0,0,1,0,101,256,1,341,108,43,212,43
2018,4,0,0,0,1,0,124,395,1,395,117,67,327,67
2018,4,0,1,0,0,1,63,148,0,148,101,19,128,19
2018,4,0,1,0,0,1,123,370,1,540,61,62,307,62
2018,4,0,1,0,0,1,124,395,1,460,117,67,327,67
2018,4,0,1,0,0,1,124,395,1,395,117,67,327,67
2018,4,0,1,1,0,0,124,395,1,395,117,67,327,67
2018,4,0,1,1,0,0,124,395,1,395,117,67,327,67
2018,4,0,1,1,0,0,124,395,1,395,117,67,327,67
2018,4,0,1,1,0,0,112,695,1,780,38,118,576,118
2018,4,0,1,0,0,0,124,395,1,395,117,67,327,67
2018,4,0,1,0,0,0,124,395,1,395,117,67,327,67
2018,4,0,1,0,0,0,112,695,1,780,38,118,576,118
2018,4,0,1,0,1,0,124,395,1,480,117,67,327,67
2018,4,0,1,0,0,1,124,395,1,480,117,67,327,67
2018,4,0,1,1,0,0,123,370,1,455,61,62,307,62
2018,4,0,0,0,0,1,123,370,1,455,61,62,307,62
2018,4,0,0,0,0,1,123,370,1,455,61,62,307,62
2018,4,0,0,1,0,0,101,512,1,682,108,87,424,43
2018,4,0,0,0,0,0,123,370,1,435,61,62,307,62
2018,4,0,0,0,0,0,200,380,1,445,30,64,315,64
2018,4,0,0,0,1,0,112,695,1,760,38,118,576,118
2018,4,0,0,0,1,0,131,310,0,375,119,40,269,40
2018,4,0,0,0,1,0,153,102,0,167,88,13,88,13
2018,4,0,0,0,1,0,124,395,1,460,117,67,327,67
2018,4,0,0,0,1,0,123,370,1,435,61,62,307,62
2018,5,0,0,0,0,1,123,370,1,435,61,62,307,62
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,1,235,840,0,905,120,109,730,109
2018,5,0,0,0,0,1,123,370,1,435,61,62,307,62
2018,5,0,0,0,0,1,101,256,1,321,108,43,212,43
2018,5,0,0,0,0,1,124,395,1,395,117,67,327,67
2018,5,0,0,1,0,0,124,395,1,395,117,67,327,67
2018,5,0,0,1,0,0,123,370,1,500,61,62,307,62
2018,5,0,0,1,0,0,124,395,1,395,117,67,327,67
2018,5,0,0,0,0,0,124,395,1,395,117,67,327,67
2018,5,0,0,0,1,0,200,380,1,575,30,64,315,64
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,1,174,377,1,442,130,64,312,64
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,0,11,768,1,833,5,130,637,130
2018,5,0,0,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,0,131,310,0,375,119,40,269,40
2018,5,0,0,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,0,93,634,1,699,59,107,526,107
2018,5,0,0,0,1,0,168,515,1,580,2,87,427,87
2018,5,0,0,0,1,0,124,395,1,460,117,67,327,67
2018,5,0,0,0,1,0,168,515,1,580,2,87,427,87
2018,5,0,0,0,1,0,168,515,1,580,2,87,427,87
2018,5,0,0,0,0,1,117,305,1,370,62,51,253,51
2018,5,0,0,0,0,0,189,645,0,710,100,83,561,83
2018,5,0,0,0,0,0,120,430,1,495,43,73,356,73
2018,5,0,0,0,0,0,200,380,1,445,30,64,315,64
2018,5,0,0,0,1,0,124,395,1,460,117,67,327,67
2018,5,0,0,0,1,0,164,730,1,795,87,124,605,124
2018,5,0,0,0,0,1,164,730,1,795,87,124,605,124
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,1,39,576,1,641,121,97,478,97
2018,5,0,0,0,0,1,118,499,1,564,66,84,414,84
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,1,0,0,52,555,0,620,2,72,482,72
2018,5,0,0,0,0,0,57,999,0,1064,65,129,869,129
2018,5,0,0,0,1,0,200,380,1,445,30,64,315,64
2018,5,0,1,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,1,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,0,200,380,1,445,30,64,315,64
2018,5,0,1,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,0,1,0,164,730,1,795,87,124,605,124
2018,5,0,1,0,0,1,164,730,1,795,87,124,605,124
2018,5,0,1,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,1,0,0,52,555,0,620,2,72,482,72
2018,5,0,1,1,0,0,100,320,1,385,2,54,265,54
2018,5,0,1,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,0,1,0,20,585,0,650,98,76,508,76
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,0,1,0,0,115,470,1,535,45,79,390,79
2018,5,0,0,1,0,0,36,520,0,585,15,67,452,67
2018,5,0,0,0,0,0,118,499,1,564,66,84,414,84
2018,5,0,0,0,0,0,189,645,0,710,100,83,561,83
2018,5,0,0,0,0,0,189,645,0,710,100,83,561,83
2018,5,0,0,0,1,0,124,395,1,460,117,67,327,67
2018,5,0,0,0,1,0,213,670,0,735,47,87,582,87
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,0,149,310,0,375,119,40,269,40
2018,5,0,0,1,0,0,123,370,1,435,61,62,307,62
2018,5,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,0,1,0,0,123,370,1,435,61,62,307,62
2018,5,0,0,1,0,0,123,370,1,435,61,62,307,62
2018,5,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,0,1,0,0,123,370,1,435,61,62,307,62
2018,5,0,0,1,0,0,123,370,1,435,61,62,307,62
2018,5,0,0,0,0,0,171,485,1,550,53,82,402,82
2018,5,0,0,0,1,0,168,515,1,580,2,87,427,87
2018,5,0,0,0,1,0,168,515,1,580,2,87,427,87
2018,5,0,0,0,1,0,21,230,1,295,6,39,190,39
2018,5,0,0,0,0,1,123,370,1,435,61,62,307,62
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,1,123,370,1,435,61,62,307,62
2018,5,0,0,0,0,1,123,370,1,435,61,62,307,62
2018,5,0,0,0,0,1,123,370,1,435,61,62,307,62
2018,5,0,0,0,0,1,123,370,1,435,61,62,307,62
2018,5,0,0,1,0,0,123,370,1,435,61,62,307,62
2018,5,0,0,0,0,0,123,370,1,435,61,62,307,62
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,1,123,370,1,435,61,62,307,62
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,1,123,370,1,435,61,62,307,62
2018,5,0,0,0,0,1,123,370,1,435,61,62,307,62
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,1,0,0,48,385,0,450,40,50,334,50
2018,5,0,0,0,1,0,123,370,1,435,61,62,307,62
2018,5,0,0,0,1,0,118,499,1,564,66,84,414,84
2018,5,0,0,0,1,0,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,1,123,370,1,435,61,62,307,62
2018,5,0,1,0,0,1,123,370,1,435,61,62,307,62
2018,5,0,1,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,1,1,0,0,123,370,1,435,61,62,307,62
2018,5,0,1,1,0,0,123,370,1,435,61,62,307,62
2018,5,0,1,1,0,0,123,370,1,435,61,62,307,62
2018,5,0,1,1,0,0,123,370,1,435,61,62,307,62
2018,5,0,1,0,0,0,123,370,1,435,61,62,307,62
2018,5,0,1,0,0,0,123,370,1,435,61,62,307,62
2018,5,0,1,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,1,178,460,1,525,5,78,381,78
2018,5,0,1,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,1,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,1,0,0,123,370,1,435,61,62,307,62
2018,5,0,1,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,1,0,0,123,370,1,435,61,62,307,62
2018,5,0,1,1,0,0,123,370,1,435,61,62,307,62
2018,5,0,1,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,1,0,0,123,370,1,435,61,62,307,62
2018,5,0,1,0,0,0,123,370,1,435,61,62,307,62
2018,5,0,1,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,0,123,370,1,435,61,62,307,62
2018,5,0,1,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,0,171,485,1,550,53,82,402,82
2018,5,0,1,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,1,0,0,119,404,1,469,60,68,335,68
2018,5,0,0,1,0,0,118,499,1,564,66,84,414,84
2018,5,0,0,0,1,0,134,680,2,745,94,122,557,122
2018,5,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,0,123,370,1,435,61,62,307,62
2018,5,0,0,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,0,123,370,1,435,61,62,307,62
2018,5,0,0,0,1,0,123,370,1,435,61,62,307,62
2018,5,0,0,0,1,0,123,370,1,435,61,62,307,62
2018,5,0,0,0,1,0,124,395,1,460,117,67,327,67
2018,5,0,0,0,1,0,123,370,1,435,61,62,307,62
2018,5,0,0,0,1,0,124,395,1,460,117,67,327,67
2018,5,0,0,0,1,0,124,395,1,460,117,67,327,67
2018,5,0,0,0,1,0,123,370,1,435,61,62,307,62
2018,5,0,0,0,0,1,123,370,1,435,61,62,307,62
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,1,123,370,1,435,61,62,307,62
2018,5,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,0,1,0,0,123,370,1,435,61,62,307,62
2018,5,0,0,0,0,0,123,370,1,435,61,62,307,62
2018,5,0,0,0,1,0,123,370,1,435,61,62,307,62
2018,5,0,0,0,1,0,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,1,235,840,0,905,120,109,730,109
2018,5,0,0,0,0,1,57,999,0,1064,65,129,869,129
2018,5,0,1,0,0,0,171,970,1,1100,53,164,805,82
2018,5,0,1,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,0,0,0,124,395,1,460,117,67,327,67
2018,5,0,1,0,1,0,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,1,98,1480,0,1545,14,192,1287,192
2018,5,0,0,1,0,0,165,998,1,1063,123,169,828,169
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,0,0,1,153,125,0,190,88,16,108,16
2018,5,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,5,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,5,0,0,0,1,0,93,634,1,699,59,107,526,107
2018,5,0,1,0,0,0,153,125,0,190,88,16,108,16
2018,5,0,1,1,0,0,58,170,0,235,64,22,147,22
2018,5,1,1,1,0,0,153,125,0,190,88,16,108,16
2018,5,1,1,0,1,0,6,215,1,280,5,36,178,36
2018,5,1,1,0,1,0,153,125,0,190,88,16,108,16
2018,5,1,0,1,0,0,153,125,0,190,88,16,108,16
2018,5,1,0,1,0,0,164,730,1,795,87,124,605,124
2018,5,1,0,1,0,0,153,125,0,190,88,16,108,16
2018,5,1,0,0,0,0,153,125,0,190,88,16,108,16
2018,5,1,0,0,0,0,153,125,0,190,88,16,108,16
2018,5,1,0,0,1,0,84,959,2,1049,80,172,786,172
2018,5,1,0,1,0,0,153,125,0,190,88,16,108,16
2018,6,1,0,0,0,0,153,125,0,190,88,16,108,16
2018,6,1,1,0,0,1,124,395,1,460,117,67,327,67
2018,6,1,1,0,0,1,124,395,1,460,117,67,327,67
2018,6,1,1,1,0,0,124,395,1,460,117,67,327,67
2018,6,1,1,1,0,0,122,320,1,385,61,54,265,54
2018,6,1,1,1,0,0,122,320,1,385,61,54,265,54
2018,6,1,1,0,0,0,6,215,1,280,5,36,178,36
2018,6,1,1,0,0,0,124,395,1,460,117,67,327,67
2018,6,1,1,0,1,0,112,695,1,760,38,118,576,118
2018,6,1,1,1,0,0,124,395,1,460,117,67,327,67
2018,6,1,1,1,0,0,153,125,0,190,88,16,108,16
2018,6,1,1,1,0,0,153,125,0,190,88,16,108,16
2018,6,1,1,1,0,0,124,395,1,460,117,67,327,67
2018,6,1,1,1,0,0,153,125,0,190,88,16,108,16
2018,6,1,1,1,0,0,124,395,1,460,117,67,327,67
2018,6,1,1,0,1,0,122,320,1,385,61,54,265,54
2018,6,1,1,0,1,0,124,395,1,460,117,67,327,67
2018,6,1,1,0,1,0,122,320,1,385,61,54,265,54
2018,6,1,1,0,0,1,122,320,1,385,61,54,265,54
2018,6,1,0,0,0,1,93,634,1,699,59,107,526,107
2018,6,1,0,0,0,1,122,320,1,385,61,54,265,54
2018,6,1,0,0,0,1,125,330,1,395,46,56,273,56
2018,6,1,0,1,0,0,124,395,1,460,117,67,327,67
2018,6,1,0,1,0,0,124,395,1,460,117,67,327,67
2018,6,1,0,1,0,0,126,330,1,395,61,56,273,56
2018,6,1,0,1,0,0,124,395,1,460,117,67,327,67
2018,6,1,0,1,0,0,126,330,1,395,61,56,273,56
2018,6,1,0,0,0,0,122,320,1,385,61,54,265,54
2018,6,1,0,0,0,0,124,395,1,460,117,67,327,67
2018,6,1,0,0,1,0,26,405,1,470,107,68,336,68
2018,6,1,0,0,1,0,122,320,1,385,61,54,265,54
2018,6,1,0,0,0,1,122,320,1,385,61,54,265,54
2018,6,1,0,1,0,0,124,395,1,460,117,67,327,67
2018,6,1,0,1,0,0,122,320,1,385,61,54,265,54
2018,6,1,0,1,0,0,124,395,1,460,117,67,327,67
2018,6,1,0,1,0,0,153,125,0,190,88,16,108,16
2018,6,1,0,0,1,0,153,125,0,190,88,16,108,16
2018,6,1,0,0,1,0,124,395,1,460,117,67,327,67
2018,6,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,6,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,6,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,6,0,0,0,0,0,122,320,1,385,61,54,265,54
2018,6,0,0,0,0,0,122,320,1,385,61,54,265,54
2018,6,0,0,0,0,0,124,395,1,460,117,67,327,67
2018,6,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,6,0,0,0,0,0,124,395,1,460,117,67,327,67
2018,6,0,0,0,1,0,122,320,1,385,61,54,265,54
2018,6,0,0,0,0,1,122,320,1,385,61,54,265,54
2018,6,0,0,0,0,1,122,320,1,385,61,54,265,54
2018,6,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,6,0,1,1,0,0,118,499,1,549,66,84,414,84
2018,6,0,1,1,0,0,173,426,1,491,55,72,353,72
2018,6,0,0,0,0,1,164,730,1,795,87,124,605,124
2018,6,0,0,0,0,1,118,499,1,564,66,84,414,84
2018,6,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,6,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,6,0,0,1,0,0,153,125,0,190,88,16,108,16
2018,6,0,0,0,0,0,122,320,1,385,61,54,265,54
2018,6,0,0,0,1,0,124,395,1,460,117,67,327,67
2018,6,0,0,0,1,0,173,426,1,491,55,72,353,72
2018,6,0,0,0,1,0,124,395,1,460,117,67,327,67
2018,6,0,0,0,1,0,124,395,1,460,117,67,327,67
2018,6,0,0,0,0,1,122,320,1,385,61,54,265,54
2018,6,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,6,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,6,0,0,0,1,0,98,1480,0,1545,14,192,1287,192
2018,6,0,0,0,1,0,120,430,1,495,43,73,356,73
2018,6,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,6,0,0,0,0,1,124,395,1,460,117,67,327,67
2018,6,0,0,1,0,0,122,320,1,385,61,54,265,54
2018,6,0,0,1,0,0,124,395,1,460,117,67,327,67
2018,6,0,0,0,0,0,178,460,1,525,5,78,381,78
2018,6,0,0,0,1,0,178,460,1,525,5,78,381,78
2018,6,0,0,0,0,0,122,320,1,385,61,54,265,54
